代码,名称,日期,收盘,AI建议,理由,操作(开盘买),成交价(开盘买),持仓股数(开盘买),当日盈亏(开盘买),总资产(开盘买),操作(尾盘买),成交价(尾盘买),持仓股数(尾盘买),当日盈亏(尾盘买),总资产(尾盘买)
600703,三安光电,2026-02-03,16.22,买入,放量上涨突破前日高点，短期趋势转强。,无,,0,0.0,1034506.0,买入,16.22,71600,0.0,1162370.0
600703,三安光电,2026-02-04,16.5,持有,延续上涨趋势，但涨幅收窄，继续持仓观察。,执行买入,16.06,64400,28336.0,1062842.0,无,,71600,20048.0,1182418.0
600703,三安光电,2026-02-05,16.42,持有,小幅回调属正常整理，未破坏上升形态，建议。,无,,64400,-5152.0,1057690.0,无,,71600,-5728.0,1176690.0
002920,德赛西威,2025-09-24,142.87,持有,放量上涨，趋势初现，可继续观察。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002920,德赛西威,2025-09-25,147.14,持有,延续强势上涨，量价配合良好，持仓待涨。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002920,德赛西威,2025-09-26,143.48,持有,缩量回调，未破关键支撑，属正常调整。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
002920,德赛西威,2025-09-29,149.3,买入,放量大阳线反包前日阴线，强势突破，是明确信号。,无,,0,0.0,1000000.0,买入,149.3,6600,0.0,1000000.0
002920,德赛西威,2025-09-30,151.23,持有,突破后小幅上涨，趋势延续，继续持仓。,执行买入,149.98,6600,8250.0,1008250.0,无,,6600,12738.0,1012738.0
002920,德赛西威,2025-10-09,148.96,卖出,股价下跌，趋势转弱，短线规避风险。,无,,6600,-14982.0,993268.0,卖出,148.96,0,-14982.0,997756.0
002920,德赛西威,2025-10-10,139.87,卖出,跌幅扩大，破位下行，应果断离场。,执行卖出,148.88,0,-528.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-13,135.76,空仓,下跌趋势延续，未见企稳信号，保持观望。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-14,133.94,空仓,继续阴跌，量能未显异常，仍需等待。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-15,137.55,持有,出现反弹，但未确认趋势反转，已有仓位可暂持观察。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-16,138.73,卖出,涨幅收窄，次日有回调风险。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-17,124.92,空仓,股价放量跌停，趋势转弱，规避风险。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-20,124.37,持有,缩量微跌，下跌动能减弱，可观察。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-21,125.65,持有,小幅反弹，但量能不足，需等待确认。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-22,124.91,空仓,反弹后再度下跌，弱势震荡，建议观望。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-23,124.46,持有,股价小幅回调，趋势未明，建议观望。,无,,0,0.0,992740.0,无,,0,0.0,997756.0
002920,德赛西威,2025-10-24,128.15,买入,放量上涨突破，短期趋势转强。,无,,0,0.0,992740.0,买入,128.15,7700,0.0,997756.0
002920,德赛西威,2025-10-27,129.13,持有,延续上涨但幅度收窄，持仓观察。,执行买入,131.0,7500,-14025.0,978715.0,无,,7700,7546.0,1005302.0
002920,德赛西威,2025-10-28,120.0,卖出,放量大跌破位，短期趋势走坏。,无,,7500,-68475.0,910240.0,卖出,120.0,0,-70301.0,935001.0
002920,德赛西威,2025-10-29,120.3,空仓,弱势反弹无量，风险仍存，宜离场观望。,执行卖出,119.8,0,-1500.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-10-30,118.28,持有,小幅下跌，趋势未明，观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-10-31,118.48,持有,微幅反弹，但量能不足，继续观察。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-03,116.8,持有,延续调整，等待企稳信号。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-04,113.7,卖出,跌幅扩大，短期趋势转弱。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-05,113.38,空仓,弱势震荡，未见明确止跌。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-06,116.48,持有,股价上涨，趋势延续，可继续观察。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-07,115.2,持有,小幅回调，未破关键支撑，建议持仓观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-10,117.67,持有,放量上涨收复失地，短期趋势转强，继续。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-11,116.0,持有,缩量小幅调整，属正常波动，维持持仓策略。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-12,116.21,持有,股价企稳微涨，成交量平稳，建议继续。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-13,115.74,持有,小幅调整，趋势未明，建议观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-14,113.14,持有,跌幅扩大但未破关键位，暂持观察。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-17,110.79,卖出,连续下跌，趋势转弱，应控制风险。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-18,109.4,空仓,跌势延续，未见企稳信号，保持。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-19,108.2,空仓,价格持续下行，空头趋势明显，继续等待。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-20,109.02,持有,股价小幅上涨，趋势待观察。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-21,107.43,持有,小幅回调，未破关键支撑，继续观察。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-24,108.15,持有,价格回升，但成交量不明，维持现有仓位。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-25,109.41,持有,延续上涨，但动能有限，不宜追高。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-26,108.63,持有,窄幅震荡，方向不明，建议持仓观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-27,108.09,持有,小幅调整，趋势未明，观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-11-28,109.99,持有,放量上涨，趋势转强，继续。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-01,111.3,持有,延续升势，但涨幅收窄，谨慎。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-02,109.4,卖出,中阴线回调，跌破前日低点，短线走弱。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-03,108.5,空仓,连续下跌，未见企稳信号，离场观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-04,108.64,持有,股价微涨，趋势未明，建议观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-05,110.57,持有,涨幅扩大，但需观察次日能否确认突破。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-08,111.06,持有,涨幅收窄，上升动能减弱，谨慎。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-09,109.04,卖出,出现回调，跌破前日低点，考虑离场。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-10,109.8,空仓,小幅反弹但未收复前日跌幅，宜保持观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-11,108.31,持有,股价小幅回调，趋势未明，建议观望。,无,,0,0.0,908740.0,无,,0,0.0,935001.0
002920,德赛西威,2025-12-12,113.51,买入,放量大涨突破，短期动能强劲。,无,,0,0.0,908740.0,买入,113.51,8200,0.0,935001.0
002920,德赛西威,2025-12-15,111.19,持有,缩量回调，属正常调整，未破关键支撑。,执行买入,112.49,8000,-10400.0,898340.0,无,,8200,-19024.0,915977.0
002920,德赛西威,2025-12-16,114.79,买入,再次放量上涨，确认上升趋势延续。,无,,8000,28800.0,927140.0,无,,8200,29520.0,945497.0
002920,德赛西威,2025-12-17,119.3,持有,连续上涨后，可持仓观察后续动能。,无,,8000,36080.0,963220.0,无,,8200,36982.0,982479.0
002920,德赛西威,2025-12-18,116.88,空仓,股价下跌，趋势不明，等待企稳。,无,,8000,-19360.0,943860.0,卖出,116.88,0,-19844.0,962635.0
002920,德赛西威,2025-12-19,125.0,买入,放量大涨突破，短期趋势转强。,执行卖出,117.06,0,1440.0,945300.0,买入,125.0,7700,0.0,962635.0
002920,德赛西威,2025-12-22,126.5,持有,延续上涨，量价配合尚可，继续。,执行买入,128.0,7300,-10950.0,934350.0,无,,7700,11550.0,974185.0
002920,德赛西威,2025-12-23,124.69,持有,小幅回调，未破关键支撑，趋势未改。,无,,7300,-13213.0,921137.0,无,,7700,-13937.0,960248.0
002920,德赛西威,2025-12-24,127.32,持有,价格回升创阶段新高，维持上升趋势。,无,,7300,19199.0,940336.0,无,,7700,20251.0,980499.0
002920,德赛西威,2025-12-25,124.68,卖出,股价下跌破位，短期趋势转弱。,无,,7300,-19272.0,921064.0,卖出,124.68,0,-20328.0,960171.0
002920,德赛西威,2025-12-26,122.7,持有,延续下跌但跌幅收窄，观察次日能否企稳。,执行卖出,124.14,0,-3942.0,917122.0,无,,0,0.0,960171.0
002920,德赛西威,2025-12-29,121.35,持有,下跌动能减弱，等待明确反弹信号。,无,,0,0.0,917122.0,无,,0,0.0,960171.0
002920,德赛西威,2025-12-30,122.14,持有,出现小幅反弹，需观察其持续性。,无,,0,0.0,917122.0,无,,0,0.0,960171.0
002920,德赛西威,2025-12-31,120.3,卖出,反弹未能延续，股价再度下跌创近期新低。,无,,0,0.0,917122.0,无,,0,0.0,960171.0
002920,德赛西威,2026-01-05,124.9,买入,放量上涨突破，趋势启动。,无,,0,0.0,917122.0,买入,124.9,7600,0.0,960171.0
002920,德赛西威,2026-01-06,137.39,持有,强势涨停，多头动能强劲。,执行买入,126.9,7200,75528.0,992650.0,无,,7600,94924.0,1055095.0
002920,德赛西威,2026-01-07,137.57,持有,高位震荡，等待方向选择。,无,,7200,1296.0,993946.0,无,,7600,1368.0,1056463.0
002920,德赛西威,2026-01-08,132.81,卖出,放量下跌，短期趋势转弱。,无,,7200,-34272.0,959674.0,卖出,132.81,0,-36176.0,1020287.0
002920,德赛西威,2026-01-09,134.65,空仓,弱势反弹，量能不足，观望为宜。,执行卖出,132.0,0,-5832.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-12,138.82,持有,放量上涨，趋势延续，但需观察次日能否站稳。,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-13,138.02,持有,小幅回调，未破前日低点，属正常调整，继续观察。,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-14,134.15,卖出,跌幅较大，跌破短期支撑，短期趋势转弱。,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-15,134.53,空仓,缩量微涨，反弹无力，未收复昨日跌幅，观望。,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-16,135.87,空仓,虽小幅上涨，但仍在前期阴线范围内，未形成明确反转信号。,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-19,134.35,持有,小幅调整，趋势未明，观望,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-20,133.0,持有,连续小幅下跌，等待企稳信号,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-21,132.01,持有,跌势趋缓，但未现明确反转,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-22,128.43,空仓,跌幅扩大，破位下行，避险,无,,0,0.0,953842.0,无,,0,0.0,1020287.0
002920,德赛西威,2026-01-23,134.83,买入,放量大涨，强势反包，趋势转强,无,,0,0.0,953842.0,买入,134.83,7500,0.0,1020287.0
002920,德赛西威,2026-01-26,129.41,卖出,跌幅较大，短期趋势转弱，建议减仓规避风险。,执行买入,134.2,7100,-34009.0,919833.0,卖出,129.41,0,-40650.0,979637.0
002920,德赛西威,2026-01-27,128.22,持有,跌幅收窄，但未出现明确企稳信号，建议暂时观望。,执行卖出,128.0,0,-10011.0,909822.0,无,,0,0.0,979637.0
002920,德赛西威,2026-01-28,125.79,卖出,连续下跌，趋势延续，应继续控制仓位。,无,,0,0.0,909822.0,无,,0,0.0,979637.0
002920,德赛西威,2026-01-29,123.09,空仓,跌幅扩大，下行趋势明显，等待企稳。,无,,0,0.0,909822.0,无,,0,0.0,979637.0
002920,德赛西威,2026-01-30,122.3,空仓,跌势趋缓，但未确认底部，保持观望。,无,,0,0.0,909822.0,无,,0,0.0,979637.0
002920,德赛西威,2026-02-02,120.62,持有,股价小幅回调，趋势未明，建议观望。,无,,0,0.0,909822.0,无,,0,0.0,979637.0
002920,德赛西威,2026-02-03,123.03,持有,放量上涨，趋势转强，但需观察次日持续性。,无,,0,0.0,909822.0,无,,0,0.0,979637.0
002920,德赛西威,2026-02-04,122.6,持有,小幅缩量调整，未破前日低点，趋势仍在。,无,,0,0.0,909822.0,无,,0,0.0,979637.0
002920,德赛西威,2026-02-05,122.34,持有,连续两日窄幅整理，量能萎缩，等待方向选择。,无,,0,0.0,909822.0,无,,0,0.0,979637.0
600745,闻泰科技,2025-09-22,48.96,持有,放量上涨，趋势初成，观察次日持续性。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-09-23,48.28,持有,缩量小幅回调，属正常调整，未破关键位。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-09-24,48.72,持有,价格收复部分失地，但量能一般，维持震荡判断。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-09-25,49.4,持有,温和放量上涨，接近前高，需观察能否有效突破。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-09-26,48.2,卖出,放量下跌，跌破短期均线，短期趋势转弱。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-09-29,48.16,持有,股价微跌，趋势未明，建议观望。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-09-30,46.48,卖出,跌幅较大，破位下行，应规避风险。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-13,41.83,空仓,跌停收盘，趋势极弱，不宜介入。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-14,37.65,空仓,连续跌停，风险极高，继续等待。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-15,38.19,持有,止跌小幅反弹，但趋势未反转，已持仓者可暂持。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-16,36.92,空仓,股价下跌，趋势不明，等待企稳。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-17,38.5,持有,放量上涨，突破前日高点，趋势转强。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-20,37.92,持有,小幅回调，未破关键支撑，趋势未改。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-21,41.71,持有,强势涨停，多头动能强劲，继续。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-22,40.36,卖出,涨停后高开低走收阴，短期获利了结压力大。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-23,40.99,持有,股价小幅上涨，趋势未明，建议观望。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-24,41.01,持有,股价基本持平，成交量或未放大，维持现有仓位观察。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
600745,闻泰科技,2025-10-27,44.54,买入,股价放量大涨突破，短期强势确立，可跟进。,无,,0,0.0,1000000.0,买入,44.54,22400,0.0,1000000.0
600745,闻泰科技,2025-10-28,44.61,持有,股价高位盘整，涨幅收窄，但趋势未坏，继续。,执行买入,44.2,22600,9266.0,1009266.0,无,,22400,1568.0,1001568.0
600745,闻泰科技,2025-10-29,45.46,持有,股价延续升势，但接近前期压力区，持仓观察突破力度。,无,,22600,19210.0,1028476.0,无,,22400,19040.0,1020608.0
600745,闻泰科技,2025-10-30,43.67,空仓,放量下跌，趋势转弱，等待企稳。,无,,22600,-40454.0,988022.0,卖出,43.67,0,-40096.0,980512.0
600745,闻泰科技,2025-10-31,45.0,持有,放量反弹，收复部分失地，观察持续性。,执行卖出,44.61,0,21244.0,1009266.0,无,,0,0.0,980512.0
600745,闻泰科技,2025-11-03,44.22,持有,缩量小幅回调，未破前低，趋势未坏。,无,,0,0.0,1009266.0,无,,0,0.0,980512.0
600745,闻泰科技,2025-11-04,44.83,持有,缩量反弹，力度一般，维持震荡判断。,无,,0,0.0,1009266.0,无,,0,0.0,980512.0
600745,闻泰科技,2025-11-05,43.08,卖出,放量大跌，跌破短期支撑，风险加大。,无,,0,0.0,1009266.0,无,,0,0.0,980512.0
600745,闻泰科技,2025-11-06,41.02,空仓,放量大跌，趋势转弱，等待企稳。,无,,0,0.0,1009266.0,无,,0,0.0,980512.0
600745,闻泰科技,2025-11-07,45.0,买入,放量长阳反包前日阴线，强势突破，趋势转强。,无,,0,0.0,1009266.0,买入,45.0,21700,0.0,980512.0
600745,闻泰科技,2025-11-10,46.36,持有,延续上涨，量能尚可，趋势未变。,执行买入,45.0,22400,30464.0,1039730.0,无,,21700,29512.0,1010024.0
600745,闻泰科技,2025-11-11,46.25,持有,高位缩量窄幅震荡，属正常调整，继续观察。,无,,22400,-2464.0,1037266.0,无,,21700,-2387.0,1007637.0
600745,闻泰科技,2025-11-12,44.12,卖出,放量下跌，跌破前日低点，短期趋势可能转弱。,无,,22400,-47712.0,989554.0,卖出,44.12,0,-46221.0,961416.0
600745,闻泰科技,2025-11-13,44.31,持有,股价小幅上涨，趋势未明，建议持仓观察。,执行卖出,43.72,0,-8960.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-14,45.0,持有,放量上涨，短期趋势向好，可继续。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-17,43.9,卖出,中阴线下跌，跌破前日涨幅，短期转弱。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-18,41.93,空仓,连续大幅下跌，趋势走坏，建议离场观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-19,42.3,空仓,小幅反弹但未改下跌趋势，继续观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-20,42.65,持有,股价小幅上涨，趋势未明，建议持仓观察。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-21,42.36,持有,小幅回调，未破关键支撑，可继续。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-24,40.84,卖出,放量大跌，破位下行，短期趋势转弱。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-25,40.83,空仓,股价低位震荡，缺乏明确反弹信号，宜观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-26,39.56,空仓,延续下跌趋势，未见止跌企稳，保持。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-27,41.15,持有,放量上涨，趋势延续，但次日可能面临获利回吐压力，建议观察。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-11-28,40.92,持有,缩量小幅回调，属正常调整，未破关键支撑，建议继续。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-01,40.91,持有,成交量萎缩，价格横盘，方向不明，建议暂时等待方向选择。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-02,40.0,卖出,放量下跌，跌破短期均线支撑，趋势转弱，建议规避风险。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-03,38.91,空仓,连续放量下跌，空头动能强劲，未见止跌信号，建议观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-04,38.54,持有,小幅下跌，趋势未明，建议观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-05,38.98,持有,价格反弹，但量能未知，继续观察。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-08,39.15,持有,延续小幅上涨，维持现有仓位。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-09,39.37,持有,价格再创新高，但涨幅收窄，谨慎。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-10,39.15,持有,小幅回调，未破关键支撑，暂持观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-11,38.02,持有,股价下跌但未破位，观察次日能否企稳。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-12,39.12,持有,放量上涨收复前日跌幅，趋势可能转强，继续观察。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-15,38.04,卖出,未能延续涨势，反包前日阳线，短期走弱信号。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-16,36.86,空仓,连续下跌，趋势明确向下，应离场观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-17,37.28,空仓,缩量小幅反弹，下跌趋势中反弹力度弱，继续观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-18,36.9,持有,小幅下跌，趋势未明，建议观望。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-19,37.21,持有,小幅反弹，但量能未确认，继续观察。,无,,0,0.0,980594.0,无,,0,0.0,961416.0
600745,闻泰科技,2025-12-22,37.62,买入,连续上涨，涨幅扩大，短期趋势向好。,无,,0,0.0,980594.0,买入,37.62,25500,0.0,961416.0
600745,闻泰科技,2025-12-23,38.47,持有,放量大涨，趋势延续，持股待涨。,执行买入,37.78,25900,17871.0,998465.0,无,,25500,21675.0,983091.0
600745,闻泰科技,2025-12-24,38.22,卖出,冲高回落收跌，短期可能调整，锁定利润。,无,,25900,-6475.0,991990.0,卖出,38.22,0,-6375.0,976716.0
600745,闻泰科技,2025-12-25,38.03,持有,小幅调整，趋势未明，观望。,执行卖出,38.15,0,-1813.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2025-12-26,37.89,持有,延续小幅震荡，等待方向信号。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2025-12-29,37.35,空仓,跌幅扩大，短期趋势转弱，避险。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2025-12-30,37.49,持有,止跌微涨，但反弹力度不足，暂观望。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2025-12-31,37.28,空仓,再次下跌，弱势延续，保持。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-05,37.9,持有,股价上涨，趋势初现，观察次日持续性。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-06,38.98,持有,放量上涨，趋势延续，可继续观察。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-07,38.5,持有,小幅回调，未破关键支撑，趋势未改。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-08,38.74,持有,止跌回升，但力度较弱，需观察确认。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-09,39.11,持有,价格创阶段新高，但涨幅收窄，谨慎。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-12,39.96,持有,放量上涨，趋势延续，但需观察次日持续性。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-13,38.58,持有,缩量回调，未破关键支撑，可继续观察。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-14,38.8,持有,缩量小幅反弹，动能不足，方向不明，建议观望。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-15,38.82,持有,成交量极度萎缩，多空平衡，等待方向选择。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-16,39.41,持有,温和放量上涨，但未突破前高，趋势未明，继续持仓观察。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-19,39.39,持有,小幅震荡，趋势不明，观望为主。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-20,39.25,持有,延续小幅调整，未破关键位，继续观察。,无,,0,0.0,990177.0,无,,0,0.0,976716.0
600745,闻泰科技,2026-01-21,40.63,买入,放量上涨突破，短期动能转强。,无,,0,0.0,990177.0,买入,40.63,24000,0.0,976716.0
600745,闻泰科技,2026-01-22,39.14,卖出,大幅回调吞没前日涨幅，短线走弱。,执行买入,40.0,24700,-21242.0,968935.0,卖出,39.14,0,-35760.0,940956.0
600745,闻泰科技,2026-01-23,40.35,买入,再次强势反弹，收复前日大部失地，多头占优。,执行卖出,39.1,0,-988.0,967947.0,买入,40.35,23300,0.0,940956.0
600745,闻泰科技,2026-01-26,39.52,空仓,放量下跌，趋势不明，观望。,执行买入,40.55,23800,-24514.0,943433.0,卖出,39.52,0,-19339.0,921617.0
600745,闻泰科技,2026-01-27,39.3,持有,跌幅收窄，缩量企稳，可继续观察。,执行卖出,39.89,0,8806.0,952239.0,无,,0,0.0,921617.0
600745,闻泰科技,2026-01-28,40.58,买入,放量上涨，突破短期压力，趋势转强。,无,,0,0.0,952239.0,买入,40.58,22700,0.0,921617.0
600745,闻泰科技,2026-01-29,39.92,持有,缩量回调，属正常调整，未破关键位。,执行买入,40.28,23600,-8496.0,943743.0,无,,22700,-14982.0,906635.0
600745,闻泰科技,2026-01-30,39.4,卖出,连续回调，跌破前低，短期走弱。,无,,23600,-12272.0,931471.0,卖出,39.4,0,-11804.0,894831.0
600745,闻泰科技,2026-02-02,35.46,空仓,股价跌停，短期趋势极弱，风险过高。,执行卖出,35.46,0,-92984.0,838487.0,无,,0,0.0,894831.0
600745,闻泰科技,2026-02-03,34.61,空仓,延续下跌趋势，未见明确止跌信号。,无,,0,0.0,838487.0,无,,0,0.0,894831.0
600745,闻泰科技,2026-02-04,34.23,空仓,跌幅收窄但仍在下跌，需等待企稳。,无,,0,0.0,838487.0,无,,0,0.0,894831.0
600745,闻泰科技,2026-02-05,33.29,空仓,连续四日下跌，趋势未改，保持观望。,无,,0,0.0,838487.0,无,,0,0.0,894831.0
002304,洋河股份,2025-09-24,69.11,持有,股价小幅回调，趋势未明，建议观望。,无,,0,0.0,1000000.0,无,,0,0.0,1000000.0
